gebiedcode15;gebiednaam;jaar;Bevtotaal;Bev_prog2015;BevMan;BevVrouw;BevMan_p;BevVrouw_p;Bevdicht;Bevbrief;Bevinst;Bevinst_p;Bevstud;Bevpotbbv15_64;Bevpotbbv15_64_p;Bevpotbbv15_74;Bevpotbbv15_74_p;BevSur;BevAntil;BevTurk;BevMarok;BevovNW;BevWest;BevAutoch;BevSur_p;BevAntil_p;BevTurk_p;BevMarok_p;BevovNW_p;BevWest_p;BevAutoch_p;BevNW_p;BevegNW;BevegWest;BevNstedeling;BevNstedeling_p;Bev65auto;Bev65W;Bev65NW;Bev65auto_p;Bev65W_p;Bev65NW_p;Bev17auto;Bev17W;Bev17NW;Bev17auto_p;Bev17W_p;Bev17NW_p;Bevopllaag_p;Bevoplmid_p;Bevoplhoog_p;BevhuishoudenHH;BevgehzkindHH;BevgehmkindHH;BevongehzkindHH;BevongehmkindHH;BeveenouderHH;BevalleenHH;BevoverigHH;BeveenouderHH_p;BevalleenHH_p;BevpaarzkindHH_p;BevpaarmkindHH_p;BevHHmkind;BevHHmkind_p;Bevalleen0_17;Bevalleen18_29;Bevalleen30_49;Bevalleen50_79;Bevalleen80plus;Bevgeb;Bevsterf;Bevvest;Bevvert;Bevvestint;Bevvertint;Bevgelijkint;Bevmutnl_p;Bevmuttot_p;Bevwoonduur;Bev0_4;Bev5_9;Bev10_14;Bev15_19;Bev20_24;Bev25_29;Bev30_34;Bev35_39;Bev40_44;Bev45_49;Bev50_54;Bev55_59;Bev60_64;Bev65_69;Bev70_74;Bev75_79;Bev80_84;Bev85_89;Bev90_94;Bev95_99;Bev100plus;Bev0_3_p;Bev0_3;Bev4_11;Bev12_17;Bev18_22;Bev23_39;Bev40_64;Bev65plus;Bev65plus_p;Bevpeuter;Bev4_12;Bev4_12_p;Bev13_17;Bev0_17;Bev0_17_p;Bev0_18;Bev0_18_p;Bev18plus;Bev5_11;Bev15_26;Bev65_74;Bev75plus;Bev75plus_p;Bev80plus;Bev80plus_p;WvoorrBAG;W_prog2015;Wdicht;Wstandplaats;Wligplaats;Winstituut;Wwibo;Wgeschiktoud_p;Wgeschiktoud65_p;Wnultrede_p;Wcorhuur;Wkoop;Wparthuur;Wcorhuur_p;Wparthuur_p;Wkoop_p;Wopp0060;Wopp6080;Wopp80plus;Wopponb;Wopp0060_p;Wopp6080_p;Wopp80plus_p;Wopponb_p;Wbezet;Wwoz_gem;Wwoz_m2;Whuur_gem;Whuurlaag_p;whuurkwal_p;Whuurtslg_p;Whuurmidden_p;Whuurhoog_p;Whuurquote;Wwoning_r;Wwoningcorp_r;Wwoning65_r;Wonderhoudwoning_r;ORonderhoudwoningen_r;Wverhuis_p;Wverhuis65_p;ORomgevingmooi_r;ORwoningenmooi_r;ORgroenmooi_r;ORaanbodspelen_r;ORverloed_p;OR_verhard_5;OR_gras_5;OR_groen_5;ORschoonstraten_r;ORschoongroen_r;ORschoonspelen_r;ORonderhoudstraten_r;ORonderhoudgroen_r;ORonderhoudspelen_r;Mvervuiling_r;ORopp;ORwater;ORland;ORgroen;ORsport;ORwater_p;ORgroen_p;ORsport_p;ORverblijf_i;VKhard_p;VKagressief_p;Vptotaal;Vpfiscaal;Vpnietfisc;VKparkeren_r;VKfietsparkeren_r;VKparkeeroverlast_r;VKov_r;VKov65_r;VKoverlastverkeer_r;VKverkeerslawaai_r;Lbuurt_r;Lverwachtingbuurt_r;Lbuurtvoor_p;Lbuurtgelijk_p;Lbuurtacht_p;Lsoccoh_r;Lsockwal_p;Lthuisvoelen_r;Lomganggroepenb_r;Lbetrokken_r;Loverl_p;Loverltoe_p;Loverlgelijk_P;Loverlaf_p;Lburenoverlast_r;Loverlastanderegroepen_r;Lhorecaoverlast_r;Lspan_i;Lnegaho_p;Vveiligh_i;Vcrimin_i;Vvolume_i;Vimpact_i;Voverlast_i;Vverloed_i;Vpersonovl_i;Vbeleving_i;Vinbraak_i;Vslacht_p;Vslachtjong_p;Vslachtverm_p;Vslachtgew_p;Vslachtvan_p;Vslachtfiets_p;Vveiligvoelen_p;Vveiligvoelen65_p;Vveiligdag_r;Vveiligavond_r;Vcriminaliteit_r;Vcrimitoe_p;Vcrimigelijk_p;Vcrimiaf_p;Ldrugsovl_p;Ljongerenovl_p;Vjeugdige_p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B10;Westelijk Havengebied;2016;200;;136;64;68;32;10;18;72;36;;169;84;5;180;90;5;0;1;0;20;57;117;2;5;0;0;5;0;10;28;5;58;5;13;18;43;104;52;11;2;1;78;6;14;3;7;1;9;7;3;47;4;36;8;15;8;;;;90;2;7;6;1;2;70;2;2;2;77;8;8;9;8;9;10;11;1;0;12;25;32;1;;;;;;;;;;6;6;6;7;4;4;10;19;19;19;19;20;24;18;17;8;3;2;1;0;0;0;0;2;4;12;3;9;60;98;14;7;2;12;6;3;19;9;5;20;10;181;10;21;11;3;1;5;1;0;5;47;;2;4;49;2;0;;;;0;3;44;0;93;6;6;4;5;11;31;0;10;6;23;4;66;0;4;26;224491;;;;;;;;;;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;1348;299;1049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E12;Houthavens;2016;1044;;539;505;51;6;48;4;3131;5;0;0;;829;79;4;923;88;4;27;6;11;14;65;286;635;2;6;0;6;1;1;1;3;6;2;27;4;60;8;11;8;79;186;514;49;2;94;16;0;85;5;14;5;0;74;28;14;63;8;24;1;12;1;;;;682;76;41;83;21;25;434;2;3;7;63;6;23;3;9;1;87;12;8;0;160;121;149;4;;;;;;;;;;4;5;44;39;22;30;120;103;85;76;75;101;86;83;70;63;31;10;6;0;0;0;0;3;6;38;54;24;76;327;415;110;10;5;8;58;5;6;20;116;11;1;121;11;6;928;48;196;94;16;1;5;6;0;6;1199;;3595;0;62;0;0;;;;160;270;769;13;3;64;1;22;5;807;125;266;1;67;3;10;4;22;2;0;1;0;87;186544;3276;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;594;594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E13;Spaarndammer- en Zeeheldenbuurt;2016;10888;;5408;5480;49;7;50;3;8118;39;301;2;8;;8219;75;5;8991;82;6;889;153;259;876;1209;1886;5616;8;2;1;4;2;4;8;11;1;17;3;51;6;31;1;1999;1026;3878;35;6;765;154;285;63;5;12;8;23;7;761;251;674;45;1;14;9;40;;;;6230;444;504;745;272;600;3598;67;9;6;57;8;19;1;12;5;1376;22;1;3;514;1490;1469;122;;;;;;;;;;8;6;619;490;356;389;642;1148;1206;1079;886;815;795;668;591;476;296;190;140;60;35;6;1;4;7;512;748;426;498;3745;3755;1204;11;1;152;810;7;4;364;1686;15;5;1758;16;1;9202;641;1450;772;432;4;242;2;2;6017;;4486;0;9;5;147;;;;3973;1296;748;66;12;4;21;5;3374;1331;1285;27;56;1;22;1;21;4;0;4;1;81;222336;3618;;;;;;;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;;;;;;;2226;2226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E14;Staatsliedenbuurt;2016;13187;;6596;6591;50;50;28064;35;4;0;;10440;79;2;11179;84;8;592;127;258;905;1349;2654;7302;4;5;1;2;6;9;10;2;20;1;55;4;24;5;1867;1508;5909;44;8;657;162;278;59;9;14;8;25;3;902;369;641;47;2;19;3;33;5;;;;8004;500;597;1090;349;567;4819;82;7;1;60;2;19;9;11;8;1513;18;9;2;816;2157;1728;116;;;;;;;;;;8;2;684;503;463;433;708;1594;1721;1359;1156;1058;997;818;596;485;254;191;96;50;15;4;2;4;2;556;804;552;519;5034;4625;1097;8;3;177;903;6;8;453;1912;14;5;1992;15;1;11275;676;1659;739;358;2;7;167;1;3;7839;;16683;2;55;3;147;;;;3833;2429;1577;48;9;20;1;31;4705;1553;1527;54;60;19;8;19;5;0;7;1;68;241509;4030;;;;;;;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;;;;;;;1994;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E15;Centrale Markt;2016;2501;;1212;1289;48;5;51;5;4830;12;5;0;2;;1904;76;1;2085;83;4;117;22;57;231;238;450;1386;4;7;0;9;2;3;9;2;9;5;18;55;4;26;6;377;202;770;30;8;156;42;56;61;4;16;5;22;238;74;149;51;6;16;1;32;3;;;;1282;108;175;126;91;148;621;13;11;5;48;4;18;3;20;7;414;32;3;0;67;187;345;22;;;;;;;;;;9;9;116;113;114;190;155;159;174;184;173;206;276;240;147;111;70;38;20;11;4;0;0;3;7;93;176;192;169;575;1042;254;10;2;28;192;7;7;176;461;18;4;503;20;1;2040;153;404;181;73;2;9;35;1;4;1197;;2312;69;24;2;16;;;;593;455;149;49;5;12;4;38;219;353;601;24;18;3;29;5;50;2;2;2;9;291913;3553;;;;;;;;;;;;;;;;;;;;3;;3;;;;;;;;;;;;;;;;;;;865;865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E16;Frederik Hendrikbuurt;2016;8496;;4189;4307;49;3;50;7;23680;21;132;1;6;;6692;78;8;7238;85;2;271;87;147;512;789;1755;4935;3;2;1;1;7;6;9;3;20;7;58;1;21;3;1085;1043;3903;45;9;608;139;133;69;1;15;8;15;1;540;193;316;51;5;18;4;30;1;;;;5238;322;359;768;211;303;3219;56;5;8;61;5;20;8;10;9;873;16;7;2;628;1323;1149;117;;;;;;;;;;8;4;451;265;208;220;571;1187;1138;821;659;617;576;487;416;344;202;128;86;60;47;10;3;4;4;377;433;239;394;3418;2755;880;10;4;106;475;5;6;197;1049;12;3;1092;12;9;7447;359;1155;546;334;3;9;206;2;4;5078;;14153;1;20;6;31;;;;1965;1529;1584;38;7;31;2;30;1;3104;1135;827;12;61;1;22;4;16;3;0;2;1;67;248089;4108;;;;;;;;;;;;;;;;;;;;4;3;5;;;;;;;;;;;;;;;;;;;1832;1832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E17;Da Costabuurt;2016;4688;;2344;2344;50;50;21696;13;68;1;5;;3669;78;3;4049;86;4;132;59;52;130;328;1087;2900;2;8;1;3;1;1;2;8;7;23;2;61;9;15;405;652;2378;50;7;377;89;67;70;7;16;7;12;6;317;120;109;58;1;22;20;;;;2838;200;176;443;116;173;1665;65;6;1;58;7;22;7;10;3;465;16;4;0;363;619;635;48;;;;;;;;;;8;9;233;145;108;109;364;680;621;426;378;300;315;266;210;239;141;75;37;30;11;0;0;4;2;198;223;125;219;1921;1469;533;11;4;52;248;5;3;100;546;11;6;571;12;2;4142;188;745;380;153;3;3;78;1;7;2647;;12250;1;68;10;32;;;;610;884;1153;23;43;6;33;4;904;1107;631;5;34;2;41;8;23;8;0;2;1;77;297668;4232;;;;;;;;;;;;;;;;;;;;4;4;3;;;;;;;;;;;;;;;;;;;991;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E18;Kinkerbuurt;2016;6358;;3302;3056;51;9;48;1;25361;484;0;0;;5242;82;4;5565;87;5;286;83;191;410;542;1199;3647;4;5;1;3;3;6;4;8;5;18;9;57;4;23;8;911;711;3178;50;277;83;117;58;1;17;4;24;5;388;117;219;53;6;16;2;30;2;;;;4135;194;197;584;154;252;2684;70;6;1;64;9;18;8;8;5;603;14;6;1;654;1196;779;54;;;;;;;;;;7;315;175;149;160;527;1109;908;618;486;483;422;306;223;211;112;73;56;19;5;1;0;4;257;296;171;303;2934;1920;477;7;5;79;320;5;147;724;11;4;749;11;8;5634;238;1105;323;154;2;4;81;1;3;3600;;14360;2;14;0;13;;;;1379;933;1288;38;3;35;8;25;9;2162;861;570;7;60;1;23;9;15;8;0;2;1;77;248265;4127;;;;;;;;;;;;;;;;;;;;4;4;3;;;;;;;;;;;;;;;;;;;1062;1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E19;Van Lennepbuurt;2016;7078;;3492;3586;49;3;50;7;28227;17;15;0;2;;5502;77;7;6025;85;1;420;64;247;622;730;1349;3646;5;9;0;9;3;5;8;8;10;3;19;1;51;5;29;4;1281;796;2908;41;1;490;133;240;56;8;15;4;27;8;320;128;373;39;15;6;45;4;;;;4579;267;281;504;132;315;3021;59;6;9;66;16;8;9;728;15;9;1;641;1108;1135;136;;;;;;;;;;9;1;321;206;186;208;536;976;864;627;470;452;518;457;394;341;182;164;88;53;29;6;0;3;7;260;341;220;348;2755;2291;863;12;2;80;370;5;2;191;821;11;6;869;12;3;6257;280;1090;523;340;4;8;176;2;5;4453;;17758;0;51;6;54;;;;2431;1031;991;54;6;22;3;23;2;2703;1142;564;44;60;7;25;6;12;7;1;1;59;234660;3985;;;;;;;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;;;;;;;1413;1413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E20;Helmersbuurt;2016;7506;;3591;3915;47;8;52;2;22557;16;20;0;3;;5793;77;2;6317;84;2;194;74;70;111;510;1749;4798;2;6;1;0;9;1;5;6;8;23;3;63;9;12;8;571;1004;3714;49;5;524;132;66;72;6;18;3;9;1;755;220;146;67;4;19;6;13;;;;4442;299;330;647;237;269;2590;70;6;1;58;3;21;3;12;8;836;18;8;0;625;947;940;78;;;;;;;;;;8;5;402;328;261;234;587;964;854;656;617;596;483;432;370;341;183;86;63;33;13;3;0;4;3;324;505;292;390;2775;2498;722;9;6;108;557;7;4;240;1121;14;9;1167;15;5;6385;427;1175;524;198;2;6;112;1;5;4216;;12670;1;13;7;3;;;;1118;1529;1569;26;5;37;2;36;3;1748;1155;1281;32;41;5;27;4;30;4;0;8;1;78;346386;4405;;;;;;;;;;;;;;;;;;;;5;;3;;;;;;;;;;;;;;;;;;;1591;1591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E21;Overtoomse Sluis;2016;7788;;3766;4022;48;4;51;6;26438;20;99;1;3;;6248;80;2;6695;86;161;66;88;130;517;1878;4948;2;1;0;8;1;1;1;7;6;6;24;1;63;5;12;4;535;1113;4221;54;2;422;130;63;68;6;21;1;10;2;654;252;130;63;1;24;3;12;5;;;;4585;286;310;799;258;256;2590;86;5;6;56;5;23;7;12;4;824;18;1;575;1049;909;56;;;;;;;;;;7;8;459;245;221;208;497;1255;1179;796;583;545;445;402;338;299;148;89;50;21;7;0;1;5;2;403;388;245;313;3511;2313;615;7;9;93;440;5;6;193;1036;13;3;1070;13;7;6752;332;1145;447;168;2;2;79;1;4465;;15158;2;18;19;8;;;;893;1685;1887;20;42;3;37;7;2302;1139;994;30;51;6;25;5;22;3;0;7;1;74;298880;4413;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;1458;1458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E22;Vondelbuurt;2016;1868;;939;929;50;3;49;7;8625;38;92;4;9;;1257;67;3;1444;77;3;48;14;12;43;157;493;1101;2;6;0;7;0;6;2;3;8;4;26;4;58;9;14;7;167;309;718;38;4;254;52;20;77;9;16;6;1;196;76;56;59;8;23;2;17;1;;;;981;104;97;122;58;68;521;11;6;9;53;1;23;15;8;223;22;7;0;131;163;212;15;;;;;;;;;;8;1;97;87;101;58;115;160;131;128;147;164;117;132;105;100;87;43;38;28;21;9;0;4;3;80;143;105;83;466;665;326;17;5;29;166;8;9;82;328;17;6;333;17;8;1540;126;231;187;139;7;4;96;5;1;906;;4183;3;0;6;1;;;;152;383;371;16;8;40;9;42;3;214;146;520;26;23;6;16;1;57;4;2;9;2;6;643605;4563;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;447;447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E36;Sloterdijk;2016;515;;305;210;59;2;40;8;430;14;56;10;9;;460;89;3;473;91;8;23;0;2;12;41;117;320;4;5;0;0;4;2;3;8;22;7;62;1;15;1;53;84;335;65;19;4;0;82;6;17;4;0;21;12;4;56;8;32;4;10;8;;;;266;18;14;96;12;6;115;5;2;3;43;2;42;9;9;8;32;12;0;32;58;25;0;;;;;;;;;;3;4;26;5;1;12;24;136;118;51;41;26;17;20;15;8;5;7;1;2;0;0;0;4;3;22;10;5;15;321;119;23;4;5;6;10;1;9;5;37;7;2;40;7;8;478;6;75;13;10;1;9;3;0;6;233;;195;0;0;2;0;;;;11;19;203;4;7;87;1;8;2;42;109;81;1;18;46;8;34;8;0;4;2;21;296372;3787;;;;;;;;;;;;;;;;;;;;3;;4;;;;;;;;;;;;;;;;;;;1992;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E37;Landlust;2016;19082;;9497;9585;49;8;50;2;18552;60;17;0;1;;14733;77;2;15661;82;1;935;184;1922;3461;1886;2800;7894;4;9;1;10;1;18;1;9;9;14;7;41;4;44;4659;1676;6932;36;3;716;173;554;49;6;12;38;4;863;380;2080;26;11;4;62;6;;;;10350;691;1210;1552;417;802;5485;193;7;7;53;21;7;15;7;2429;23;5;5;1472;2313;1554;141;;;;;;;;;;8;2;1178;907;821;782;1925;2574;2343;1882;1488;1218;1058;785;678;571;357;277;145;67;22;3;1;5;2;988;1423;912;1331;7758;5227;1443;7;6;314;1593;8;3;742;3323;17;4;3479;18;2;15759;1233;3719;928;515;2;7;238;1;2;9549;;9284;4;20;1;25;;;;4603;2447;2499;48;2;26;2;25;6;6420;2213;911;5;67;2;23;2;9;5;0;1;2;188962;3249;;;;;;;;;;;;;;;;;;;;4;3;4;;;;;;;;;;;;;;;;;;;4678;4678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E38;Erasmuspark;2016;5891;;2867;3024;48;7;51;3;16290;16;0;0;;4645;78;8;4937;83;8;156;53;506;594;464;1020;3098;2;6;0;9;8;6;10;1;7;9;17;3;52;6;30;1;983;615;2859;48;5;226;45;166;51;7;10;3;38;329;129;445;36;4;14;3;49;3;;;;3301;228;307;602;155;219;1720;70;6;6;52;1;25;1;14;681;20;6;1;386;850;447;36;;;;;;;;;;7;8;362;236;211;185;515;889;846;696;499;379;264;202;170;187;105;76;39;19;10;1;0;5;1;302;398;203;358;2679;1514;437;7;4;91;430;7;3;171;903;15;3;939;15;9;4988;338;1017;292;145;2;5;69;1;2;3056;;8451;0;0;1;6;;;;528;1357;1171;17;3;38;3;44;4;2144;543;368;1;70;2;17;8;12;0;1;93;194418;3235;;;;;;;;;;;;;;;;;;;;4;3;4;;;;;;;;;;;;;;;;;;;1372;1372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E39;De Kolenkit;2016;9577;;4638;4939;48;4;51;6;13557;25;40;0;4;;7047;73;6;7454;77;8;561;117;1659;2711;910;972;2647;5;9;1;2;17;3;28;3;9;5;10;1;27;6;62;2;3043;598;2279;23;8;304;88;373;39;7;11;5;48;8;321;100;1682;15;3;4;8;80;;;;4762;319;816;526;132;403;2483;83;8;5;52;1;17;7;19;9;1351;28;4;7;1125;649;535;167;;;;;;;;;;5;7;668;565;532;603;1225;1322;930;706;626;481;454;398;302;249;158;128;87;69;57;17;0;5;8;552;907;644;904;3544;2261;765;8;173;1012;10;6;539;2103;22;2230;23;3;7474;791;2423;407;358;3;7;230;2;4;4619;;6538;0;1;2;207;;;;3230;831;558;69;9;12;1;18;2363;692;1564;0;51;2;15;33;9;0;2;7;182273;2814;;;;;;;;;;;;;;;;;;;;5;4;4;;;;;;;;;;;;;;;;;;;1844;1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E40;Geuzenbuurt;2016;6840;;3253;3587;47;6;52;4;24847;15;10;0;1;;5409;79;1;5771;84;4;206;49;235;341;511;1346;4152;3;0;7;3;4;5;7;5;19;7;60;7;19;6;760;745;3610;52;8;369;104;100;64;4;18;2;17;5;488;190;285;50;7;19;7;29;6;;;;3972;257;302;697;204;247;2174;91;6;2;54;7;24;12;7;753;19;0;553;944;617;60;;;;;;;;;;8;1;415;246;197;177;620;1148;997;741;519;400;385;222;200;212;150;113;71;14;11;2;0;5;2;356;392;215;368;3210;1726;573;8;4;92;428;6;3;179;963;14;1;988;14;4;5877;333;1214;362;211;3;1;98;1;4;3655;;13277;1;0;1;2;;;;739;1365;1551;20;2;42;4;37;3;2245;975;430;5;61;4;26;7;11;8;0;1;1;87;229115;3624;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;1527;1527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E41;Van Galenbuurt;2016;6992;;3792;3200;54;2;45;8;24291;1378;0;0;;5659;80;9;5970;85;4;688;133;575;1004;846;982;2764;9;8;1;9;8;2;14;4;12;1;14;39;5;46;4;1926;574;2393;34;2;279;54;169;55;6;10;8;33;7;277;116;561;29;12;2;58;8;;;;4624;222;261;479;128;325;3166;43;7;68;5;15;2;8;4;714;15;4;6;733;1501;866;60;;;;;;;;;;6;8;378;249;204;209;604;961;933;718;617;550;470;348;249;197;114;101;59;21;8;2;0;4;2;296;422;236;389;2913;2234;502;7;2;113;467;6;7;191;954;13;6;988;14;1;6038;340;1174;311;191;2;7;90;1;3;3213;;11162;0;0;0;3;;;;1627;746;840;50;6;26;1;23;2;2656;379;176;2;82;7;11;8;5;5;0;1;2;18;196805;3509;;;;;;;;;;;;;;;;;;;;4;;3;;;;;;;;;;;;;;;;;;;1236;1236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E42;Hoofdweg e,o,;2016;10481;;5199;5282;49;6;50;4;26201;39;109;1;;8049;76;8;8572;81;8;577;123;862;1266;1086;1659;4908;5;5;1;2;8;2;12;1;10;4;15;8;46;8;37;3;2294;993;4092;39;505;125;298;54;4;13;5;32;1;560;184;949;33;1;10;9;56;1;;;;6010;352;523;938;237;493;3379;88;8;2;56;2;21;5;12;6;1253;20;8;0;650;1505;1114;110;;;;;;;;;;8;3;659;463;382;332;763;1491;1437;1039;822;710;607;476;372;314;209;173;116;62;44;9;1;5;2;545;747;401;539;4334;2987;928;8;9;173;827;7;9;321;1693;16;2;1757;16;8;8788;633;1633;523;405;3;9;232;2;2;5706;;14264;0;0;2;59;;;;2308;1335;2063;40;4;36;2;23;4;4490;689;524;3;78;7;12;1;9;2;0;1;1;84;193554;3440;;;;;;;;;;;;;;;;;;;;5;3;3;;;;;;;;;;;;;;;;;;;2178;2178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E43;Westindische Buurt;2016;6938;;3318;3620;47;8;52;2;22011;21;0;0;;5491;79;1;5867;84;6;222;64;226;272;526;1422;4206;3;2;0;9;3;3;3;9;7;6;20;5;60;6;18;9;732;797;3620;52;2;379;95;98;66;3;16;6;17;1;523;176;266;54;2;18;2;27;6;;;;3970;265;296;759;230;255;2070;95;6;4;52;1;25;8;13;2;781;19;7;0;477;883;654;56;;;;;;;;;;8;2;468;232;175;166;686;1058;1020;753;501;420;331;327;229;214;162;111;44;26;12;2;1;5;7;397;378;190;424;3169;1808;572;8;2;110;419;6;149;965;13;9;988;14;2;5973;307;1236;376;196;2;8;85;1;2;3613;;11462;0;1;1;1;;;;645;1164;1804;17;9;49;9;32;2;2194;930;487;2;60;7;25;7;13;5;0;1;1;92;247949;3853;;;;;;;;;;;;;;;;;;;;4;3;4;;;;;;;;;;;;;;;;;;;1779;1779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E75;Chassébuurt;2016;6246;;3043;3203;48;7;51;3;24560;20;0;0;;4736;75;8;5057;81;278;73;478;825;564;1008;3020;4;5;1;2;7;7;13;2;9;16;1;48;4;35;5;1225;583;2399;38;4;252;62;166;52;5;12;9;34;6;463;159;569;38;9;13;4;47;8;;;;3238;253;407;455;190;301;1571;61;9;3;48;5;21;9;18;4;898;27;7;0;385;626;519;41;;;;;;;;;;8;6;412;325;293;273;529;825;722;538;468;423;383;341;234;197;124;82;42;22;12;1;0;5;4;337;527;327;376;2350;1849;480;7;7;106;591;9;5;263;1191;19;1;1249;20;5055;452;1126;321;159;2;5;77;1;2;2950;;11600;0;0;2;6;;;;1308;799;843;44;3;28;6;27;1;961;1428;558;3;32;6;48;4;18;9;0;1;2;12;241390;3446;;;;;;;;;;;;;;;;;;;;5;3;4;;;;;;;;;;;;;;;;;;;1138;1138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
